parcel_id,city,property_type_clean,last_sale_price,last_sale_date,square_feet,bedrooms,bathrooms,baths_full,baths_half,year_built,property_age,lot_size_acres,lot_size_sqft,total_rooms,property_type_encoded,property_type_target_encoded,location_median_price,location_price_per_sqft,location_sales_volume,location_level,neighborhood_median_price,neighborhood_price_per_sqft,has_neighborhood,zip_median_price,zip_price_per_sqft,zip_sales_volume,city_median_price,city_prestige_index,dist_to_train_station,dist_to_water,dist_to_downtown,dist_to_highway,assessment_total,assessment_land,assessment_building,appraised_total,appraised_land,appraised_building,assessment_to_appraisal_ratio,price_per_sqft_estimate,bedroom_to_sqft_ratio,land_to_building_ratio,effective_age
333911,Trumbull,SingleFamily,1200000.0,2024-07-12,3277.0,4.0,4.0,4.0,0.0,2004.0,21.0,0.9,39204.0,9.0,1,695000.0,660000.0,292.29406554472985,211,2,900000.0,387.8748370273794,0,600000.0,323.18879612173447,672,600000.0,0.85,7.651110308292235,19.82221961940227,5.0,0.7257200313190992,529270.0,170030.0,305270.0,679000.0,242900.0,436100.0,0.7794845360824743,366.188587122368,0.0012206286237412267,0.5569823434991974,21.0
1926-11,Bridgeport,SingleFamily,300000.0,2024-07-12,1509.0,3.0,1.0,1.0,0.0,1982.0,43.0,0.0918,3999.0,5.0,1,695000.0,320000.0,156.135642839717,394,2,900000.0,387.8748370273794,0,340000.0,219.2134107027724,278,370000.0,0.65,1.607674752173403,13.389191594931113,1.782750823584558,1.8792924202728045,104240.0,49630.0,53000.0,146620.0,70900.0,75720.0,0.7109534851998364,198.80715705765408,0.0019880715705765406,0.9364150943396227,43.0
21447,Milford,SingleFamily,427500.0,2024-07-12,1008.0,3.0,1.0,1.0,0.0,1997.0,28.0,0.33,14374.0,5.0,1,695000.0,496250.0,333.3893181054753,122,2,900000.0,387.8748370273794,0,465000.0,314.40162271805275,277,490000.0,0.8,2.4744197837809048,17.304548692163152,5.0,8.643825328334032,220220.0,117670.0,102550.0,314600.0,168100.0,146500.0,0.7,424.10714285714283,0.002976190476190476,1.1474402730375426,28.0
1473010000,Fairfield,SingleFamily,750000.0,2024-07-12,1421.0,4.0,2.0,2.0,0.0,1987.0,38.0,0.2252,9810.0,5.0,1,695000.0,700000.0,439.0090937597993,316,2,900000.0,387.8748370273794,0,925000.0,446.42857142857144,673,800000.0,1.2,1.88618248798034,11.613079714856589,5.0,3.56671167681597,347830.0,260470.0,73920.0,477700.0,372100.0,105600.0,0.7281348126439188,527.7973258268825,0.0028149190710767065,3.523674242424242,38.0
5-61-80-0,Norwalk,SingleFamily,950000.0,2024-07-12,1025.0,4.0,2.0,2.0,0.0,1997.0,28.0,0.58,25264.0,7.0,1,695000.0,726000.0,358.69565217391306,159,2,900000.0,387.8748370273794,0,655000.0,384.38967136150234,329,665000.0,1.05,2.194540688640899,7.807840284106192,2.8826796883515007,1.8519846177944999,411860.0,205460.0,206400.0,588370.0,293520.0,294850.0,0.7000016996107892,926.829268292683,0.003902439024390244,0.9954457364341085,28.0
6-32B-63-0,Norwalk,SingleFamily,2000000.0,2024-07-12,3182.0,6.0,5.5,5.0,1.0,2023.0,2.0,0.391,17031.0,10.0,1,695000.0,1100000.0,501.5959872321021,127,1,1100000.0,501.5959872321021,1,1400000.0,638.6861313868613,87,665000.0,1.05,1.7194225851571303,5.100994703992292,3.3744946260035054,3.154851659705571,1292130.0,442250.0,849880.0,1845890.0,631780.0,1214110.0,0.7000037922086365,628.5355122564425,0.0018856065367693275,0.5203675813055961,2.0
1430480000,Fairfield,SingleFamily,1035000.0,2024-07-11,2464.0,4.0,2.5,2.0,1.0,1990.0,35.0,0.2014,8774.0,8.0,1,695000.0,700000.0,439.0090937597993,316,2,900000.0,387.8748370273794,0,925000.0,446.42857142857144,673,800000.0,1.2,0.978693280608653,10.774745910689049,5.0,2.474907790048775,424690.0,234220.0,185500.0,599600.0,334600.0,265000.0,0.708288859239493,420.0487012987013,0.0016233766233766235,1.2626415094339623,35.0
1821910000,Fairfield,SingleFamily,2225000.0,2024-07-11,3461.0,4.0,4.5,4.0,1.0,2020.0,5.0,0.2186,9523.0,9.0,1,695000.0,1050000.0,510.4521147301896,251,1,1050000.0,510.4521147301896,1,925000.0,446.42857142857144,673,800000.0,1.2,0.4053330092911683,9.531605562767417,5.0,2.658053612370992,991410.0,273910.0,700910.0,1392600.0,391300.0,1001300.0,0.7119129685480396,642.8777809881537,0.0011557353366079169,0.39079197043843006,5.0
2724-4,Bridgeport,SingleFamily,260000.0,2024-07-11,612.0,1.0,1.0,1.0,0.0,1982.0,43.0,0.2494,10864.0,4.0,1,695000.0,365000.0,258.86524822695037,333,2,900000.0,387.8748370273794,0,372000.0,268.1081081081081,698,370000.0,0.65,2.3926101263514186,14.69626541649366,1.8427678201561388,0.4453910473714018,100510.0,70640.0,29730.0,143380.0,100910.0,42470.0,0.7010043241735249,424.83660130718954,0.0016339869281045752,2.3760511268079383,43.0
21472,Milford,SingleFamily,118750.0,2024-07-11,1512.0,3.0,2.0,2.0,0.0,2000.0,25.0,0.34,14810.0,6.0,1,695000.0,496250.0,333.3893181054753,122,2,900000.0,387.8748370273794,0,465000.0,314.40162271805275,277,490000.0,0.8,2.473791510586487,17.337881701961734,5.0,8.60389737938334,249710.0,118090.0,131620.0,356730.0,168700.0,188030.0,0.6999971967594539,78.53835978835978,0.001984126984126984,0.8972040723294332,25.0
2432560000,Fairfield,SingleFamily,1215000.0,2024-07-11,1987.0,3.0,2.0,2.0,0.0,1989.0,36.0,0.3089,13454.0,7.0,1,695000.0,1265000.0,525.768911055694,65,1,1265000.0,525.768911055694,1,1265000.0,493.17738791423,87,800000.0,1.2,1.9673816538909676,9.789385049262975,5.0,4.743368660970759,443380.0,291130.0,149800.0,629900.0,415900.0,214000.0,0.7038895062708367,611.4745848012078,0.001509813789632612,1.9434579439252337,36.0
1450950000,Fairfield,SingleFamily,1450000.0,2024-07-11,2816.0,4.0,2.5,2.0,1.0,2012.0,13.0,0.2175,9475.0,8.0,1,695000.0,700000.0,439.0090937597993,316,2,900000.0,387.8748370273794,0,925000.0,446.42857142857144,673,800000.0,1.2,1.3241018072905708,11.110272204809945,5.0,3.3232098989785186,552580.0,233380.0,314370.0,782500.0,333400.0,449100.0,0.7061725239616613,514.9147727272727,0.0014204545454545455,0.7423736361612113,13.0
54-9-61-LT6,Newtown,SingleFamily,1179000.0,2024-07-11,3767.0,4.0,4.0,4.0,0.0,2001.0,24.0,3.12,135907.0,9.0,1,695000.0,632500.0,259.32759327593277,148,2,900000.0,387.8748370273794,0,555000.0,284.32377049180326,299,575000.0,0.85,11.310957214859759,26.860326202543398,5.0,1.0265474316554446,548440.0,126090.0,392820.0,741300.0,180130.0,561170.0,0.7398354242546877,312.98115211043273,0.0010618529333687285,0.3209867114709027,24.0
1840650000,Fairfield,SingleFamily,2250000.0,2024-07-11,2320.0,3.0,2.5,2.0,1.0,1989.0,36.0,0.1194,5200.0,6.0,1,695000.0,700000.0,439.0090937597993,316,2,900000.0,387.8748370273794,0,925000.0,446.42857142857144,673,800000.0,1.2,1.2057773013485564,8.749235384709252,5.0,2.459055884608574,927780.0,792190.0,131950.0,1320200.0,1131700.0,188500.0,0.7027571580063626,969.8275862068965,0.001293103448275862,6.003713527851459,36.0
1760210000,Fairfield,SingleFamily,1050000.0,2024-07-11,1824.0,4.0,2.5,2.0,1.0,1989.0,36.0,1.03,44867.0,8.0,1,695000.0,700000.0,439.0090937597993,316,2,900000.0,387.8748370273794,0,925000.0,446.42857142857144,673,800000.0,1.2,1.7448257913206404,11.095773423441145,5.0,4.056879078284226,537250.0,381290.0,151620.0,761300.0,544700.0,216600.0,0.7057007749901484,575.6578947368421,0.0021929824561403508,2.5147737765466296,36.0
0797860000,Fairfield,SingleFamily,720000.0,2024-07-11,1656.0,3.0,1.5,1.0,1.0,1980.0,45.0,0.2263,9856.0,6.0,1,695000.0,700000.0,439.0090937597993,316,2,900000.0,387.8748370273794,0,925000.0,446.42857142857144,673,800000.0,1.2,1.8095314806604625,11.502420527781716,5.0,2.0877699023223784,337190.0,237580.0,87570.0,464500.0,339400.0,125100.0,0.7259203444564047,434.7826086956522,0.0018115942028985507,2.7130295763389287,45.0
56060-5-12-48-0,Norwalk,SingleFamily,880000.0,2024-07-11,1468.0,4.0,3.0,3.0,0.0,1991.0,34.0,0.36,15681.0,8.0,1,695000.0,684000.0,402.82685512367493,140,2,900000.0,387.8748370273794,0,645000.0,389.96372430471587,463,665000.0,1.05,1.0821836551652941,8.856542685424763,0.7483562045390298,4.689303956081403,501450.0,200140.0,300330.0,714950.0,285910.0,429040.0,0.7013777187215889,599.4550408719346,0.0027247956403269754,0.6664002930110212,34.0
0420010000,Fairfield,SingleFamily,1058000.0,2024-07-11,2639.0,4.0,3.0,3.0,0.0,1982.0,43.0,0.6,26136.0,8.0,1,695000.0,650000.0,380.1169590643275,323,2,900000.0,387.8748370273794,0,650000.0,377.35849056603774,430,800000.0,1.2,1.954367279637813,12.619683231244764,5.0,1.2061925458809242,445760.0,254660.0,188090.0,632500.0,363800.0,268700.0,0.7047588932806325,400.90943539219404,0.0015157256536566881,1.3539263118719762,43.0
73070-N 002 6136,Stamford,SingleFamily,563000.0,2024-07-11,1648.0,3.0,3.0,3.0,0.0,1994.0,31.0,0.45,19602.0,5.0,1,695000.0,900000.0,342.5961172440046,138,1,900000.0,342.5961172440046,1,970000.0,311.79684988749597,411,806000.0,1.1,2.740345795469579,9.349620288231264,5.683368969272003,2.2639755915143667,343080.0,216200.0,123630.0,485460.0,308850.0,176610.0,0.7067111605487579,341.626213592233,0.0018203883495145632,1.7487664806276795,31.0
1303440000,Fairfield,SingleFamily,500000.0,2024-07-11,1520.0,2.0,1.5,1.0,1.0,1978.0,47.0,0.124,5400.0,5.0,1,695000.0,700000.0,439.0090937597993,316,2,900000.0,387.8748370273794,0,925000.0,446.42857142857144,673,800000.0,1.2,1.155761124231377,10.61773635873346,5.0,2.0002406367026992,230860.0,156170.0,72100.0,326100.0,223100.0,103000.0,0.7079423489727078,328.94736842105266,0.0013157894736842105,2.166019417475728,47.0
2764-1B,Bridgeport,SingleFamily,400000.0,2024-07-11,1234.0,3.0,3.0,3.0,0.0,2004.0,21.0,0.1409,6136.0,8.0,1,695000.0,365000.0,258.86524822695037,333,2,900000.0,387.8748370273794,0,372000.0,268.1081081081081,698,370000.0,0.65,2.6357116156466134,14.869515388029534,2.015288918712594,0.03374576421748543,172250.0,65900.0,106350.0,246070.0,94140.0,151930.0,0.7000040638842606,324.14910858995137,0.0024311183144246355,0.6196520921485661,21.0
38-6-3,Newtown,SingleFamily,866250.0,2024-07-11,3476.0,4.0,2.5,2.0,1.0,1997.0,28.0,2.31,100623.0,10.0,1,695000.0,490000.0,309.7345132743363,167,2,900000.0,387.8748370273794,0,555000.0,284.32377049180326,299,575000.0,0.85,9.095971135493915,29.598966763025537,5.0,4.238162997534545,424620.0,113550.0,310280.0,605480.0,162220.0,443260.0,0.701294840457158,249.20886075949366,0.0011507479861910242,0.3659597782647931,28.0
73070-W 011 2616,Stamford,SingleFamily,1369000.0,2024-07-11,2832.0,5.0,3.5,3.0,1.0,2002.0,23.0,0.6175,26899.0,9.0,1,695000.0,730000.0,356.0975609756098,187,1,730000.0,356.0975609756098,1,755000.0,362.4579932789246,351,806000.0,1.1,1.8157465740847247,5.019555629670322,1.3394810038056009,2.015630414167191,645650.0,313590.0,295500.0,870120.0,447980.0,422140.0,0.7420240886314531,483.4039548022599,0.0017655367231638418,1.0612182741116751,23.0
56060-5-35-104-0,Norwalk,SingleFamily,1100000.0,2024-07-11,3046.0,4.0,2.5,2.0,1.0,2012.0,13.0,1.0,43560.0,9.0,1,695000.0,681000.0,386.6023275617372,164,1,681000.0,386.6023275617372,1,645000.0,389.96372430471587,463,665000.0,1.05,2.646771171444431,11.130605682492494,3.0366845383552112,4.303896393276574,865140.0,241500.0,623640.0,1235920.0,345000.0,890920.0,0.699996763544566,361.12934996717007,0.0013131976362442547,0.3872426399846065,13.0
1264700000,Fairfield,SingleFamily,1250000.0,2024-07-10,3072.0,3.0,3.5,3.0,1.0,1984.0,41.0,0.37,16116.0,9.0,1,695000.0,700000.0,439.0090937597993,316,2,900000.0,387.8748370273794,0,925000.0,446.42857142857144,673,800000.0,1.2,1.5757463361535449,11.45292866141628,5.0,2.791308561192807,531090.0,305550.0,223300.0,755500.0,436500.0,319000.0,0.7029649238914626,406.9010416666667,0.0009765625,1.3683385579937304,41.0
1231060000,Fairfield,SingleFamily,400000.0,2024-07-10,1202.0,3.0,1.0,1.0,0.0,1980.0,45.0,0.2314,10080.0,5.0,1,695000.0,908500.0,383.0908707569049,160,1,908500.0,383.0908707569049,1,925000.0,446.42857142857144,673,800000.0,1.2,2.394197072222689,12.266909312603204,5.0,2.9993191951355413,300790.0,238700.0,53690.0,417700.0,341000.0,76700.0,0.7201101268853244,332.77870216306155,0.0024958402662229617,4.445893089960887,45.0
56060-5-61-130-0,Norwalk,SingleFamily,1180000.0,2024-07-10,2878.0,4.0,3.0,3.0,0.0,2005.0,20.0,1.09,47480.0,9.0,1,695000.0,726000.0,358.69565217391306,159,2,900000.0,387.8748370273794,0,655000.0,384.38967136150234,329,665000.0,1.05,2.2384727877319475,8.062147175074223,2.9308189737060912,1.7903718764976873,765250.0,233500.0,522680.0,1080260.0,333570.0,746690.0,0.7083942754522059,410.00694927032663,0.001389854065323141,0.44673605265171806,20.0
1139100,Trumbull,SingleFamily,500000.0,2024-07-10,1727.0,4.0,2.0,2.0,0.0,1990.0,35.0,0.31,13503.0,8.0,1,695000.0,581050.0,319.34597416872765,220,2,900000.0,387.8748370273794,0,600000.0,323.18879612173447,672,600000.0,0.85,4.413422250278174,16.700679376489965,5.0,0.21677125977532796,203070.0,107450.0,93310.0,286800.0,153500.0,133300.0,0.7080543933054393,289.51939779965255,0.0023161551823972205,1.1515378844711177,35.0
1200030000,Fairfield,SingleFamily,1000000.0,2024-07-10,1853.0,4.0,2.5,2.0,1.0,1987.0,38.0,1.04,45302.0,7.0,1,695000.0,908500.0,383.0908707569049,160,1,908500.0,383.0908707569049,1,925000.0,446.42857142857144,673,800000.0,1.2,3.346845853734567,13.200227665820464,5.0,3.229253273396182,416570.0,260680.0,150290.0,587100.0,372400.0,214700.0,0.7095384091296202,539.6654074473827,0.0021586616297895305,1.7345132743362832,38.0
07603500,Monroe,SingleFamily,740000.0,2024-07-10,2540.0,3.0,3.0,3.0,0.0,2004.0,21.0,1.06,46173.0,8.0,1,695000.0,602600.0,254.47635135135135,102,2,900000.0,387.8748370273794,0,561000.0,246.05263157894737,320,560000.0,0.75,10.040491046591349,22.980466910852584,5.0,0.5114882529483111,440750.0,94850.0,330000.0,606900.0,135500.0,471400.0,0.7262316691382436,291.33858267716533,0.0011811023622047244,0.2874242424242424,21.0
2509G-6,Bridgeport,SingleFamily,230000.0,2024-07-10,3776.0,4.0,1.5,1.0,1.0,1982.0,43.0,0.2409,10492.0,6.0,1,695000.0,380000.0,264.43980514961726,456,2,900000.0,387.8748370273794,0,372000.0,268.1081081081081,698,370000.0,0.65,3.3992413470451743,15.151566061856805,2.7035586349041107,1.1477753222280285,257340.0,81230.0,174480.0,365290.0,116040.0,249250.0,0.7044813709655342,60.91101694915254,0.001059322033898305,0.46555479138010086,43.0
73070-W 012 1560,Stamford,SingleFamily,950000.0,2024-07-10,2862.0,4.0,3.0,3.0,0.0,1998.0,27.0,0.6313,27499.0,8.0,1,695000.0,825000.0,356.67963683527887,197,2,900000.0,387.8748370273794,0,755000.0,362.4579932789246,351,806000.0,1.1,3.806153804649004,6.90269762736645,3.3946557540251967,2.9591107843423003,569020.0,274000.0,259630.0,762330.0,391430.0,370900.0,0.7464221531357811,331.93570929419985,0.001397624039133473,1.0553479952239726,27.0
2321570000,Fairfield,MultiFamily_2-4,805000.0,2024-07-10,2931.0,4.0,2.0,2.0,0.0,1978.0,47.0,0.2225,9693.0,10.0,4,538750.0,1050000.0,510.4521147301896,251,1,1050000.0,510.4521147301896,1,925000.0,446.42857142857144,673,800000.0,1.2,0.7559616198056743,9.241680112679951,5.0,3.241541019436056,438060.0,283010.0,150080.0,618700.0,404300.0,214400.0,0.708032972361403,274.6502900034118,0.001364721937905152,1.8857276119402986,47.0
1254810000,Fairfield,SingleFamily,751115.0,2024-07-10,1506.0,3.0,2.5,2.0,1.0,1984.0,41.0,0.2152,9374.0,7.0,1,695000.0,908500.0,383.0908707569049,160,1,908500.0,383.0908707569049,1,925000.0,446.42857142857144,673,800000.0,1.2,2.0065471474219123,11.878675863099012,5.0,3.0020997173764385,344890.0,258930.0,81550.0,486400.0,369900.0,116500.0,0.7090666118421053,498.74833997343956,0.00199203187250996,3.175107296137339,41.0
73070-E 005Z 0900,Stamford,SingleFamily,880000.0,2024-07-10,2014.0,4.0,1.5,1.0,1.0,1994.0,31.0,0.3434,14959.0,7.0,1,695000.0,825000.0,356.67963683527887,197,2,900000.0,387.8748370273794,0,755000.0,362.4579932789246,351,806000.0,1.1,3.793790185524065,6.9903965050441315,3.3108623496540504,1.886186512168564,468460.0,268710.0,177950.0,638090.0,383870.0,254220.0,0.7341597580278644,436.9414101290963,0.0019860973187686196,1.510030907558303,31.0
53-2-60-LT-5,Newtown,SingleFamily,338600.0,2024-07-10,1926.0,4.0,2.5,2.0,1.0,1995.0,30.0,1.12,48787.0,9.0,1,695000.0,632500.0,259.32759327593277,148,2,900000.0,387.8748370273794,0,555000.0,284.32377049180326,299,575000.0,0.85,12.003657619234975,27.768460620010124,5.0,0.9138180569131293,335670.0,83130.0,244310.0,467780.0,118760.0,349020.0,0.7175809141049211,175.80477673935619,0.0020768431983385254,0.3402644181572592,30.0
73070-E 003 7770,Stamford,SingleFamily,1073000.0,2024-07-10,3206.0,4.0,2.5,2.0,1.0,2000.0,25.0,1.22,53143.0,8.0,1,695000.0,1070000.0,312.5,161,2,900000.0,387.8748370273794,0,970000.0,311.79684988749597,411,806000.0,1.1,4.889489835997681,10.468039610466612,7.2719654329737375,4.427362858260153,682300.0,276600.0,384480.0,944410.0,395150.0,549260.0,0.7224616427187345,334.6849656893325,0.0012476606363069245,0.7194132334581773,25.0
09100601,Monroe,SingleFamily,1050000.0,2024-07-10,3708.0,4.0,4.5,4.0,1.0,2017.0,8.0,2.09,91040.0,9.0,1,695000.0,522500.0,257.5160177427304,68,2,900000.0,387.8748370273794,0,561000.0,246.05263157894737,320,560000.0,0.75,6.581652450071603,23.50309108540077,5.0,4.271206753907819,697110.0,138810.0,550800.0,985200.0,198300.0,786900.0,0.7075822168087698,283.1715210355987,0.0010787486515641855,0.2520152505446623,8.0
542600,Trumbull,SingleFamily,307500.0,2024-07-10,1280.0,3.0,1.5,1.0,1.0,1997.0,28.0,0.92,40075.0,5.0,1,695000.0,560000.0,328.8314738696418,249,2,900000.0,387.8748370273794,0,600000.0,323.18879612173447,672,600000.0,0.85,3.505358460394705,15.772379984090684,5.0,0.11396628149427102,295330.0,124880.0,148330.0,390300.0,178400.0,211900.0,0.7566743530617474,240.234375,0.00234375,0.8419065596979708,28.0
73070-S 004Z 9362,Stamford,SingleFamily,1700000.0,2024-07-10,3724.0,4.0,3.5,3.0,1.0,2000.0,25.0,1.0,43560.0,9.0,1,695000.0,825000.0,356.67963683527887,197,2,900000.0,387.8748370273794,0,764000.0,333.9160839160839,464,806000.0,1.1,3.232543303965294,6.1599904207074445,2.887501391432158,3.3563260079652935,741180.0,301900.0,382800.0,978140.0,431280.0,546860.0,0.7577442901834093,456.4983888292159,0.0010741138560687433,0.7886624869383491,25.0
107003,Milford,SingleFamily,1021500.0,2024-07-10,2884.0,3.0,2.5,2.0,1.0,2011.0,14.0,0.18,7840.0,9.0,1,695000.0,510000.0,334.42622950819674,334,2,900000.0,387.8748370273794,0,495000.0,336.734693877551,736,490000.0,0.8,2.185969426930921,14.384299900378934,5.0,8.96384285221643,491590.0,167150.0,322990.0,700200.0,238790.0,461410.0,0.7020708369037418,354.19556171983356,0.0010402219140083217,0.5175082819901545,14.0
5415,Milford,SingleFamily,620000.0,2024-07-09,1852.0,3.0,2.0,2.0,0.0,2012.0,13.0,0.24,10454.0,7.0,1,695000.0,537500.0,344.55128205128204,240,2,900000.0,387.8748370273794,0,495000.0,336.734693877551,736,490000.0,0.8,1.3167964364634803,14.325420001325575,5.0,6.400316661825656,287730.0,94940.0,192790.0,411050.0,135630.0,275420.0,0.6999878360296801,334.7732181425486,0.0016198704103671706,0.4924529280564345,13.0
73070-E 252 8080,Stamford,SingleFamily,1860000.0,2024-07-09,4449.0,5.0,4.5,4.0,1.0,2012.0,13.0,0.2902,12642.0,11.0,1,695000.0,900000.0,366.4495114006515,131,1,900000.0,366.4495114006515,1,764000.0,333.9160839160839,464,806000.0,1.1,1.1043423754361874,2.1413270287932775,1.6097316042824532,2.367058651835663,1198200.0,381110.0,779350.0,1657790.0,544440.0,1113350.0,0.722769470198276,418.07147673634523,0.0011238480557428637,0.489010072496311,13.0
2561-3,Bridgeport,SingleFamily,280000.0,2024-07-09,1104.0,3.0,1.0,1.0,0.0,1988.0,37.0,0.2401,10458.0,8.0,1,695000.0,380000.0,264.43980514961726,456,2,900000.0,387.8748370273794,0,372000.0,268.1081081081081,698,370000.0,0.65,3.9868200375195233,15.524737869456672,3.28890743549807,1.6203796500967371,138680.0,81160.0,51470.0,189470.0,115940.0,73530.0,0.7319364543199451,253.6231884057971,0.002717391304347826,1.576840878181465,37.0
136500,Trumbull,SingleFamily,660000.0,2024-07-09,2330.0,4.0,2.5,2.0,1.0,1998.0,27.0,1.0,43560.0,8.0,1,695000.0,660000.0,292.29406554472985,211,2,900000.0,387.8748370273794,0,600000.0,323.18879612173447,672,600000.0,0.85,6.346085883723034,20.179173441074845,5.0,3.2583633186312966,351120.0,170030.0,165900.0,479900.0,242900.0,237000.0,0.7316524275890811,283.2618025751073,0.0017167381974248926,1.0248945147679325,27.0
2371-22,Bridgeport,SingleFamily,390000.0,2024-07-09,1552.0,4.0,1.0,1.0,0.0,1988.0,37.0,0.1148,4999.0,6.0,1,695000.0,380000.0,264.43980514961726,456,2,900000.0,387.8748370273794,0,372000.0,268.1081081081081,698,370000.0,0.65,2.3645674331287196,14.34554543126265,1.673563625505231,0.5129275234779129,160680.0,75310.0,83390.0,226720.0,107590.0,119130.0,0.7087155963302753,251.28865979381445,0.002577319587628866,0.9031058879961626,37.0
25-1-38-LT-1,Newtown,SingleFamily,515000.0,2024-07-09,1288.0,3.0,2.5,2.0,1.0,1995.0,30.0,2.14,93218.0,7.0,1,695000.0,600000.0,268.81720430107526,169,2,900000.0,387.8748370273794,0,555000.0,284.32377049180326,299,575000.0,0.85,7.762544727326868,29.99839731931999,5.0,5.714885985939588,284800.0,101270.0,182990.0,406070.0,144660.0,261410.0,0.7013569089073313,399.8447204968944,0.002329192546583851,0.5534182195748402,30.0
73070-E 023B 4432,Stamford,SingleFamily,1850000.0,2024-07-09,5593.0,5.0,3.5,3.0,1.0,1992.0,33.0,3.25,141570.0,11.0,1,695000.0,1070000.0,312.5,161,2,900000.0,387.8748370273794,0,970000.0,311.79684988749597,411,806000.0,1.1,4.399254134120312,9.298073935673244,5.9790418214114,3.890699418192156,1110320.0,355100.0,740650.0,1565350.0,507280.0,1058070.0,0.7093110167055291,330.77060611478635,0.0008939746111210441,0.4794437318571525,33.0
905900,Trumbull,SingleFamily,615000.0,2024-07-09,1551.0,3.0,2.5,2.0,1.0,1993.0,32.0,1.05,45738.0,8.0,1,695000.0,660000.0,292.29406554472985,211,2,900000.0,387.8748370273794,0,600000.0,323.18879612173447,672,600000.0,0.85,6.816893941965189,18.232340482545737,5.0,2.594477571761189,287770.0,170870.0,114380.0,407500.0,244100.0,163400.0,0.7061840490797546,396.5183752417795,0.0019342359767891683,1.4938800489596082,32.0
12054,Milford,SingleFamily,399000.0,2024-07-09,1280.0,3.0,2.0,2.0,0.0,2000.0,25.0,0.31,13503.0,5.0,1,695000.0,510000.0,334.42622950819674,334,2,900000.0,387.8748370273794,0,495000.0,336.734693877551,736,490000.0,0.8,2.1817185002613075,15.045131233352592,5.0,9.178470586350329,214630.0,102240.0,112390.0,306600.0,146050.0,160550.0,0.7000326157860405,311.71875,0.00234375,0.9096894741525047,25.0
56060-5-56-563-0,Norwalk,SingleFamily,550000.0,2024-07-09,1000.0,3.0,1.5,1.0,1.0,1988.0,37.0,0.15,6534.0,6.0,1,695000.0,595000.0,387.8748370273794,271,1,595000.0,387.8748370273794,1,655000.0,384.38967136150234,329,665000.0,1.05,1.0083898169746066,8.639315828640186,1.6353645847454181,3.1174805853950716,298130.0,152370.0,145220.0,425120.0,217670.0,207450.0,0.7012843432442605,550.0,0.003,1.0492356424734886,37.0
73070-W 104A 5992,Stamford,SingleFamily,1350000.0,2024-07-09,3898.0,5.0,3.5,3.0,1.0,1988.0,37.0,1.79,77972.0,11.0,1,695000.0,900000.0,342.5961172440046,138,1,900000.0,342.5961172440046,1,970000.0,311.79684988749597,411,806000.0,1.1,2.96782031974379,8.081392174150217,4.4052189326479,1.8010999184276955,716020.0,253970.0,357650.0,873750.0,362820.0,510930.0,0.8194792560801144,346.3314520266803,0.0012827090815802976,0.7101076471410597,37.0
6-15-50,Newtown,SingleFamily,470000.0,2024-07-09,1602.0,4.0,1.5,1.0,1.0,1995.0,30.0,1.05,45738.0,9.0,1,695000.0,600000.0,268.81720430107526,169,2,900000.0,387.8748370273794,0,600000.0,268.81720430107526,345,575000.0,0.85,6.0469901150232195,27.97992914125112,5.0,6.922083453713412,280450.0,89190.0,191160.0,400500.0,127410.0,273090.0,0.7002496878901373,293.3832709113608,0.0024968789013732834,0.4665725047080979,30.0
532500,Trumbull,SingleFamily,649900.0,2024-07-09,1836.0,3.0,3.0,3.0,0.0,1993.0,32.0,0.33,14374.0,7.0,1,695000.0,560000.0,328.8314738696418,249,2,900000.0,387.8748370273794,0,600000.0,323.18879612173447,672,600000.0,0.85,4.687943823352578,16.27250627326446,5.0,1.760819955708115,278880.0,144130.0,132230.0,394800.0,205900.0,188900.0,0.7063829787234043,353.9760348583878,0.0016339869281045752,1.0899947061937534,32.0
10445,Milford,SingleFamily,480000.0,2024-07-09,1140.0,3.0,2.0,2.0,0.0,2000.0,25.0,0.25,10890.0,6.0,1,695000.0,430000.0,312.27305737109657,319,2,900000.0,387.8748370273794,0,465000.0,314.40162271805275,277,490000.0,0.8,2.1558410914426673,14.842930865374349,5.0,5.110527487786243,212290.0,85760.0,126530.0,303270.0,122510.0,180760.0,0.7000032973917631,421.05263157894734,0.002631578947368421,0.6777839247609263,25.0
19998,Milford,SingleFamily,739000.0,2024-07-09,2328.0,3.0,2.5,2.0,1.0,2011.0,14.0,0.18,7840.0,8.0,1,695000.0,537500.0,344.55128205128204,240,2,900000.0,387.8748370273794,0,465000.0,314.40162271805275,277,490000.0,0.8,2.1948939463507813,16.776189772318666,5.0,5.455000067687621,338950.0,97040.0,241910.0,484220.0,138630.0,345590.0,0.6999917392920574,317.4398625429553,0.001288659793814433,0.4011409201769253,14.0
0775750000,Fairfield,SingleFamily,665000.0,2024-07-09,1165.0,3.0,2.0,2.0,0.0,1984.0,41.0,0.1377,5999.0,6.0,1,695000.0,700000.0,439.0090937597993,316,2,900000.0,387.8748370273794,0,925000.0,446.42857142857144,673,800000.0,1.2,2.4055932779956066,12.202691530425874,5.0,2.262174269806394,324870.0,225540.0,76370.0,431300.0,322200.0,109100.0,0.7532344076049153,570.8154506437768,0.002575107296137339,2.9532538955087078,41.0
